month,housing_observation_kind,moscow_secondary_rub_m2,spb_secondary_rub_m2,moscow_primary_rub_m2,spb_primary_rub_m2,new_york_housing_index,london_housing_gbp,paris_secondary_eur_m2,vienna_housing_index,hong_kong_housing_index,usd_rub,eur_rub,gbp_rub,jpy_rub,hkd_rub,sp500_close,imoex_close,nasdaq100_close,russell2000_close,dowjones_close,rtsi_close,dax_price_close,nikkei225_close,gold_usd_oz
2004-05,interpolated,40565.94,26128.69,44177.28,26807.53,221.04,243000.0,4240.0,98.666667,77.5,28.985,35.6052,53.3556,0.261999,3.743109,1120.680054,535.4,1466.219971,568.280029,10188.450195,581.07,2775.98,11236.370117,393.25
2004-06,reported,41008.36,26943.99,44695.01,27309.69,224.21,246000.0,4300.0,99.1,74.7,29.0274,35.2915,53.0098,0.267583,3.722614,1140.839966,534.84,1516.640015,591.52002,10435.480469,583.32,2861.1,11858.870117,395.8
2004-07,interpolated,41128.63,27604.56,45150.18,27643.52,227.146667,250000.0,4350.0,99.1,74.9,29.1019,35.0532,52.8345,0.260233,3.732956,1101.719971,502.81,1400.390015,551.289978,10139.709961,540.27,2750.17,11325.780273,391.4
2004-08,interpolated,41248.9,28265.14,45605.36,27977.35,230.083333,251000.0,4400.0,99.1,77.6,29.2447,35.1463,52.3334,0.264946,3.720524,1104.23999,549.28,1368.680054,547.929993,10173.919922,584.65,2672.23,11081.790039,407.25
2004-09,reported,41369.17,28925.71,46060.53,28311.18,233.02,251000.0,4450.0,99.1,80.9,29.2171,35.9896,52.8713,0.263122,3.720048,1114.579956,611.03,1412.73999,572.940002,10080.269531,631.65,2748.25,10823.570312,415.65
2004-10,interpolated,41623.47,28526.58,46392.87,27873.13,234.29,249000.0,4493.33,99.2,84.1,28.7655,36.6472,52.6466,0.270964,3.696771,1130.199951,632.97,1486.719971,583.789978,10027.469727,663.67,2795.8,10771.419922,425.55
2004-11,interpolated,41877.78,28127.46,46725.22,27435.08,235.56,251000.0,4536.67,99.3,82.7,28.2367,37.4165,53.4097,0.274249,3.619842,1173.819946,570.76,1571.5,633.77002,10428.019531,627.98,2912.81,10899.25,453.4
2004-12,reported,42132.08,27728.33,47057.56,26997.03,236.83,246000.0,4580.0,99.4,83.3,27.7487,37.8104,53.2886,0.267509,3.571028,1211.920044,552.22,1621.119995,651.570007,10783.009766,614.11,3004.65,11488.759766,435.6
2005-01,interpolated,44063.47,28770.04,49686.95,28111.43,239.176667,249000.0,4626.67,99.866667,85.7,28.0845,36.625,52.9898,0.272321,3.602305,1181.27002,575.74,1519.630005,624.02002,10489.94043,637.21,2995.49,11387.589844,422.15
2005-02,interpolated,45994.85,29811.74,52316.35,29225.83,241.523333,248000.0,4673.33,100.333333,89.4,27.7738,36.6281,53.0202,0.263609,3.542506,1203.599976,635.38,1511.02002,634.059998,10766.230469,716.42,3063.09,11740.599609,435.45
2005-03,reported,47926.24,30853.45,54945.74,30340.23,243.87,248000.0,4720.0,100.8,94.6,27.8256,36.0564,52.2982,0.259374,3.566057,1180.589966,598.04,1482.530029,615.070007,10503.759766,669.07,3061.74,11668.950195,427.5
2005-04,interpolated,48114.83,30676.85,55354.49,30295.87,248.163333,252000.0,4770.0,102.033333,95.4,27.7726,36.0072,53.1873,0.263873,3.564469,1156.849976,593.88,1420.790039,579.380005,10192.509766,670.36,2901.76,11008.900391,435.7
2005-05,interpolated,48303.42,30500.26,55763.23,30251.51,252.456667,252000.0,4820.0,103.266667,95.3,28.0919,35.1963,51.2284,0.260231,3.66911,1191.5,603.89,1542.630005,616.710022,10467.480469,674.44,3069.2,11276.589844,414.45
2005-06,reported,48492.01,30323.66,56171.98,30207.15,256.75,253000.0,4870.0,104.5,92.9,28.6721,34.5241,52.0399,0.260277,3.673167,1191.329956,639.98,1493.52002,639.659973,10274.969727,706.38,3154.44,11584.009766,437.1
2005-07,interpolated,49007.88,30426.38,56450.35,30406.28,259.063333,255000.0,4956.67,105.466667,92.8,28.6341,34.716,50.2872,0.255593,3.693545,1234.180054,700.65,1605.140015,679.75,10640.910156,778.93,3360.93,11899.599609,429.0
2005-08,interpolated,49523.74,30529.11,56728.73,30605.41,261.376667,255000.0,5043.33,106.433333,93.9,28.545,34.8763,51.1983,0.257232,3.678508,1220.329956,784.28,1581.709961,666.51001,10481.599609,882.03,3321.85,12413.599609,433.25
2005-09,reported,50039.61,30631.83,57007.1,30804.54,263.69,254000.0,5130.0,107.4,94.0,28.4989,34.3811,50.3889,0.252426,3.680587,1228.810059,892.5,1601.660034,667.799988,10568.700195,1007.76,3469.34,13574.299805,473.25
2005-10,interpolated,50841.17,31162.48,57470.69,30984.05,265.013333,251000.0,5156.67,107.366667,91.8,28.4244,34.53,50.7091,0.24644,3.704657,1207.01001,842.52,1579.180054,646.609985,10440.070312,934.99,3390.21,13606.5,470.75
2005-11,interpolated,51642.73,31693.12,57934.29,31163.55,266.336667,253000.0,5183.33,107.333333,88.5,28.7312,33.989,49.5642,0.241337,3.724291,1249.47998,944.55,1672.560059,677.289978,10805.870117,1037.26,3572.02,14872.150391,495.65
2005-12,reported,52444.29,32223.77,58397.88,31343.06,267.66,255000.0,5210.0,107.3,90.1,28.7825,34.185,49.7218,0.245291,3.737127,1248.290039,1011.0,1645.199951,673.219971,10717.5,1125.6,3719.79,16111.429688,513.0
2006-01,interpolated,56859.06,32951.51,60458.94,31182.61,266.933333,257000.0,5260.0,108.466667,90.8,28.1207,34.0373,49.6949,0.239427,3.621182,1280.079956,1171.44,1710.75,733.200012,10864.860352,1315.96,3893.64,16649.820312,568.75
2006-02,interpolated,61273.82,33679.25,62520.01,31022.15,266.206667,256000.0,5310.0,109.633333,91.1,28.1223,33.3305,48.9975,0.242016,3.617651,1280.660034,1320.83,1670.569946,730.640015,10993.410156,1453.44,3977.27,16205.429688,556.0
2006-03,reported,65688.59,34406.99,64581.07,30861.7,265.48,258000.0,5360.0,110.8,92.6,27.7626,33.4734,48.3208,0.236097,3.563919,1294.869995,1299.19,1703.660034,765.140015,11109.320312,1434.99,4096.8,17059.660156,582.0
2006-04,interpolated,69092.93,35520.46,67775.12,32993.09,267.346667,263000.0,5400.0,111.133333,93.4,27.2739,34.1906,49.1448,0.238868,3.517407,1310.609985,1486.85,1700.709961,764.539978,11367.139648,1657.28,4104.55,16906.230469,644.0
2006-05,interpolated,72497.28,36633.93,70969.17,35124.49,269.213333,265000.0,5440.0,111.466667,94.0,26.984,34.6367,50.5626,0.241403,3.469707,1270.089966,1281.5,1579.579956,721.01001,11168.30957,1461.22,3830.3,15467.330078,653.0
2006-06,reported,75901.62,37747.4,74163.22,37255.88,271.08,269000.0,5480.0,111.8,92.3,27.0789,33.9759,49.2132,0.232337,3.440772,1270.199951,1331.39,1575.22998,724.669983,11150.219727,1494.63,3815.63,15505.179688,613.5
2006-07,interpolated,81786.96,39199.43,77763.46,38846.19,271.86,272000.0,5536.67,113.033333,91.9,26.8718,34.1084,49.952,0.232878,3.437792,1276.660034,1380.24,1509.430054,700.559998,11185.679688,1551.09,3814.74,15456.80957,632.5
2006-08,interpolated,87672.29,40651.47,81363.71,40436.49,272.64,275000.0,5593.33,114.266667,93.0,26.7379,34.3127,50.7993,0.228783,3.433158,1303.819946,1448.72,1579.72998,720.530029,11381.150391,1626.69,3933.97,16140.759766,623.5
2006-09,reported,93557.63,42103.5,84963.95,42026.8,273.42,276000.0,5650.0,115.5,93.3,26.7799,33.9783,50.1829,0.227179,3.444678,1335.849976,1367.24,1654.130005,725.590027,11679.070312,1549.99,4031.16,16127.580078,599.25
2006-10,interpolated,96149.85,44295.2,86172.76,43171.33,270.986667,277000.0,5673.33,115.5,93.1,26.7477,34.0284,50.7912,0.227795,3.445356,1377.939941,1426.86,1732.540039,766.840027,12080.730469,1613.57,4208.8,16399.390625,603.75
2006-11,interpolated,98742.07,46486.89,87381.57,44315.87,268.553333,277000.0,5696.67,115.5,93.0,26.3147,34.6775,51.3821,0.227066,3.377668,1400.630005,1550.58,1791.25,786.119995,12221.929688,1776.68,4235.84,16274.330078,646.7
2006-12,reported,101334.29,48678.59,88590.38,45460.4,266.12,283000.0,5720.0,115.5,93.8,26.3311,34.6965,51.7775,0.221624,3.388032,1418.300049,1693.47,1756.900024,787.659973,12463.150391,1921.92,4429.01,17225.830078,632.0
2007-01,interpolated,108673.5,49379.6,94319.02,52565.29,266.4,287000.0,5756.67,116.333333,95.2,26.5331,34.3896,52.0924,0.217967,3.400467,1438.23999,1656.94,1792.280029,800.340027,12621.69043,1842.93,4547.28,17383.419922,650.5
2007-02,interpolated,116012.71,50080.62,100047.66,59670.19,266.68,290000.0,5793.33,117.166667,96.6,26.1599,34.518,51.3205,0.217745,3.344865,1406.819946,1655.25,1761.599976,793.299988,12268.629883,1858.14,4498.22,17604.119141,664.2
2007-03,reported,123351.92,50781.63,105776.3,66775.08,266.96,293000.0,5830.0,118.0,97.9,26.0113,34.6861,51.055,0.220997,3.332959,1420.859985,1698.08,1772.359985,800.710022,12354.349609,1935.72,4633.26,17287.650391,661.75
2007-04,interpolated,123331.87,51487.39,106176.5,67398.91,268.893333,298000.0,5866.67,118.866667,98.7,25.6851,35.0653,51.3265,0.214938,3.295735,1482.369995,1697.28,1867.75,814.570007,13062.910156,1935.51,4916.03,17400.410156,677.0
2007-05,interpolated,123311.83,52193.16,106576.71,68022.75,270.826667,303000.0,5903.33,119.733333,100.5,25.9031,34.8164,51.3037,0.213019,3.314112,1530.619995,1570.34,1928.189941,847.179993,13627.639648,1780.33,5156.24,17875.75,659.1
2007-06,reported,123291.78,52898.92,106976.91,68646.58,272.76,306000.0,5940.0,120.6,101.6,25.8162,34.715,51.7382,0.209207,3.288371,1503.349976,1665.96,1934.099976,833.700012,13408.620117,1897.7,5237.97,18138.359375,650.5
2007-07,interpolated,123819.68,53651.37,107836.82,69810.95,271.84,317000.0,6010.0,120.533333,102.8,25.5999,34.9336,51.7835,0.215996,3.256969,1455.27002,1734.42,1932.060059,776.119995,13211.990234,1993.96,4961.15,17248.890625,665.5
2007-08,interpolated,124347.59,54403.81,108696.73,70975.33,270.92,319000.0,6080.0,120.466667,104.0,25.6494,35.0114,51.6784,0.2224,3.276196,1473.98999,1677.02,1988.72998,792.859985,13357.740234,1919.89,4996.5,16569.089844,672.0
2007-09,reported,124875.49,55156.26,109556.64,72139.7,270.0,319000.0,6150.0,120.4,105.3,24.9493,35.3457,50.44,0.216649,3.21164,1526.75,1759.44,2091.110107,805.450012,13895.629883,2071.8,5142.6,16785.689453,743.0
2007-10,interpolated,125875.13,56435.75,110871.44,74843.44,268.946667,320000.0,6203.33,119.533333,108.5,24.7238,35.5874,50.8939,0.215966,3.178411,1549.380005,1874.73,2238.97998,828.02002,13930.009766,2223.06,5245.77,16737.630859,789.5
2007-11,interpolated,126874.76,57715.24,112186.25,77547.19,267.893333,319000.0,6256.67,118.666667,113.3,24.3506,36.0389,50.4374,0.221007,3.135071,1481.140015,1850.64,2089.100098,767.77002,13371.719727,2220.11,5148.5,15680.669922,783.5
2007-12,reported,127874.4,58994.73,113501.05,80250.93,266.84,319000.0,6310.0,117.8,117.9,24.5462,35.9332,49.0114,0.218441,3.13007,1468.359985,1888.86,2084.929932,766.030029,13264.820312,2290.51,5277.23,15307.780273,833.75
2008-01,interpolated,131008.44,62546.79,114749.4,81576.33,263.816667,320000.0,6336.67,119.266667,123.2,24.4764,36.1688,48.6982,0.229459,3.119318,1378.550049,1574.33,1841.420044,713.299988,12650.360352,1906.97,4470.89,13592.469727,923.25
2008-02,interpolated,134142.48,66098.84,115997.74,82901.74,260.793333,317000.0,6363.33,120.733333,125.5,24.1159,36.4054,47.8098,0.226802,3.084498,1330.630005,1660.42,1745.27002,686.179993,12266.389648,2063.94,4402.65,13603.019531,971.5
2008-03,reported,137276.52,69650.9,117246.09,84227.14,257.77,314000.0,6390.0,122.2,126.4,23.5156,37.0676,46.9912,0.235698,3.01179,1322.699951,1628.43,1781.930054,687.969971,12262.889648,2053.93,4263.65,12525.540039,933.5
2008-04,interpolated,140110.97,71384.14,119235.3,86351.05,256.92,315000.0,6426.67,122.6,124.7,23.6471,36.8895,47.0577,0.226787,3.045522,1385.589966,1667.35,1917.699951,716.179993,12820.129883,2122.5,4474.54,13849.990234,871.0
2008-05,interpolated,142945.43,73117.39,121224.51,88474.97,256.07,316000.0,6463.33,123.0,126.4,23.7384,36.7827,46.9617,0.225265,3.038662,1400.380005,1925.24,2032.569946,748.280029,12638.320312,2459.88,4489.89,14338.540039,885.75
2008-06,reported,145779.88,74850.63,123213.72,90598.88,255.22,311000.0,6500.0,123.4,126.6,23.4573,36.9077,46.612,0.219597,3.002017,1280.0,1753.67,1837.089966,689.659973,11350.009766,2303.34,4058.45,13481.379883,930.25
2008-07,interpolated,149545.93,75798.19,125371.93,91464.42,254.37,311000.0,6533.33,124.4,124.9,23.4456,36.5329,46.4504,0.21722,2.999195,1267.380005,1495.33,1849.150024,714.52002,11378.019531,1966.68,4097.18,13376.80957,918.0
2008-08,interpolated,153311.97,76745.76,127530.15,92329.95,253.52,302000.0,6566.67,125.4,122.9,24.5769,36.2264,44.9364,0.225518,3.149191,1282.829956,1348.92,1872.540039,739.5,11543.959961,1646.14,4060.97,13072.870117,833.0
2008-09,reported,157078.02,77693.32,129688.36,93195.49,252.67,296000.0,6600.0,126.4,121.9,25.2464,36.37,45.6455,0.237189,3.27292,1166.359985,1027.66,1594.630005,679.580017,10850.660156,1211.84,3687.09,11259.860352,884.5
2008-10,interpolated,156475.7,78190.95,128874.22,91706.5,250.083333,286000.0,6550.0,127.6,114.3,26.543,35.0447,43.9818,0.269664,3.544165,968.75,731.96,1334.780029,537.52002,9325.009766,773.37,3154.01,8576.980469,730.75
2008-11,interpolated,155873.37,78688.57,128060.08,90217.5,247.496667,277000.0,6500.0,128.8,104.9,27.606,35.7166,42.6292,0.289675,3.620868,896.23999,611.32,1185.75,473.140015,8829.040039,658.14,2952.6,8512.269531,814.5
2008-12,reported,155271.05,79186.2,127245.94,88728.51,244.91,272000.0,6450.0,130.0,104.8,29.3804,41.4411,42.6163,0.325779,3.842191,903.25,619.53,1211.650024,499.450012,8776.389648,631.89,3041.6,8859.55957,869.75
2009-01,interpolated,160165.64,83087.07,129906.45,90791.39,242.99,271000.0,6386.67,129.833333,107.1,35.4146,45.6636,50.3631,0.396802,4.59397,825.880005,624.9,1180.25,443.529999,8000.859863,535.04,2730.97,7994.049805,919.5
2009-02,interpolated,165060.24,86987.95,132566.95,92854.26,241.07,267000.0,6323.33,129.666667,107.8,35.7205,45.3543,50.7481,0.36539,4.625488,735.090027,666.05,1116.98999,389.019989,7062.930176,544.58,2419.31,7568.419922,952.0
2009-03,reported,169954.83,90888.82,135227.46,94917.14,239.15,265000.0,6260.0,129.5,109.2,34.0134,44.9419,48.129,0.353551,4.357369,797.869995,772.93,1237.01001,422.75,7608.919922,689.63,2570.99,8109.529785,916.5
2009-04,interpolated,167657.39,89861.84,134321.79,94126.91,239.363333,263000.0,6180.0,131.4,113.4,33.2491,43.8389,48.8928,0.343944,4.261127,872.809998,920.35,1394.329956,487.559998,8168.120117,832.87,2955.33,8828.259766,883.25
2009-05,interpolated,165359.94,88834.85,133416.12,93336.68,239.576667,268000.0,6100.0,133.3,116.7,30.9843,43.378,49.7887,0.320533,3.969691,919.140015,1123.38,1435.569946,501.579987,8500.330078,1087.59,2989.35,9522.5,975.5
2009-06,reported,163062.5,87807.87,132510.45,92546.45,239.79,271000.0,6020.0,135.2,121.1,31.2904,43.8191,51.6824,0.327751,4.000283,919.320007,971.55,1477.25,508.279999,8447.0,987.02,2909.05,9958.44043,934.5
2009-07,interpolated,162372.32,86978.09,131334.44,91702.89,239.41,278000.0,6063.33,134.6,124.1,31.7555,44.6927,52.3235,0.334709,4.078918,987.47998,1053.3,1603.359985,556.710022,9171.610352,1017.47,3225.75,10356.830078,939.0
2009-08,interpolated,161682.15,86148.32,130158.43,90859.32,239.03,281000.0,6106.67,134.0,127.4,31.5687,45.3011,51.4096,0.33632,4.0952,1020.619995,1091.98,1625.189941,572.070007,9496.280273,1066.53,3305.88,10492.530273,955.5
2009-09,reported,160991.97,85318.54,128982.42,90015.76,238.65,286000.0,6150.0,133.4,129.9,30.0922,44.0068,47.7322,0.335495,3.877764,1057.079956,1197.2,1718.98999,604.280029,9712.280273,1254.52,3433.26,10133.230469,995.75
2009-10,interpolated,160299.7,84944.11,129727.65,90064.47,238.56,288000.0,6166.67,134.2,131.7,29.0488,43.0678,48.0264,0.3192,3.754756,1036.189941,1237.18,1667.130005,562.77002,9712.730469,1348.54,3275.85,10034.740234,1040.0
2009-11,interpolated,159607.42,84569.68,130472.88,90113.18,238.47,286000.0,6183.33,135.0,132.3,29.8179,44.3571,48.6867,0.345655,3.809733,1095.630005,1284.95,1767.430054,579.72998,10344.839844,1374.93,3403.48,9345.549805,1175.75
2009-12,reported,158915.15,84195.25,131218.11,90161.89,238.38,289000.0,6200.0,135.8,134.7,30.2442,43.3883,48.0429,0.32826,3.884047,1115.099976,1370.01,1860.310059,625.390015,10428.049805,1444.61,3604.02,10546.44043,1087.5
2010-01,interpolated,160830.13,84100.8,134556.43,87012.49,236.976667,299000.0,6280.0,136.566667,138.3,30.4312,42.4637,49.2073,0.337618,3.914787,1073.869995,1419.42,1741.040039,602.039978,10067.330078,1473.81,3383.81,10198.040039,1078.5
2010-02,interpolated,162745.12,84006.35,137894.76,83863.08,235.573333,298000.0,6360.0,137.333333,140.7,29.9484,40.8047,45.6474,0.336688,3.873766,1104.48999,1332.64,1818.680054,628.559998,10325.259766,1410.85,3377.82,10126.030273,1108.25
2010-03,reported,164660.1,83911.9,141233.08,80713.68,234.17,300000.0,6440.0,138.1,143.4,29.3638,39.7028,44.2043,0.31695,3.793757,1169.430054,1450.15,1958.339966,678.640015,10856.629883,1572.48,3712.18,11089.94043,1115.5
2010-04,interpolated,165415.78,83857.93,141756.51,80251.62,235.496667,302000.0,6516.67,139.466667,146.6,29.2886,38.702,44.463,0.311332,3.744135,1186.689941,1436.04,2000.630005,716.599976,11008.610352,1572.84,3667.73,11057.400391,1179.25
2010-05,interpolated,166171.47,83803.95,142279.95,79789.55,236.823333,302000.0,6593.33,140.833333,145.8,30.4956,37.6316,44.365,0.334034,3.923841,1089.410034,1332.62,1852.390015,661.609985,10136.629883,1384.59,3498.76,9768.700195,1207.5
2010-06,reported,166927.15,83749.98,142803.38,79327.49,238.15,305000.0,6670.0,142.2,146.9,31.1954,38.1863,47.0333,0.351458,3.996515,1030.709961,1309.31,1739.140015,609.48999,9774.019531,1339.35,3497.52,9382.639648,1244.0
2010-07,interpolated,167127.8,83609.7,143164.82,79690.84,238.08,313000.0,6786.67,143.633333,151.3,30.1869,39.4694,47.167,0.349466,3.900909,1101.599976,1397.12,1864.0,650.890015,10465.94043,1479.73,3604.49,9537.299805,1169.0
2010-08,interpolated,167328.45,83469.43,143526.27,80054.19,238.01,311000.0,6903.33,145.066667,154.9,30.664,39.0291,47.6427,0.360202,3.9562,1049.329956,1368.9,1767.430054,602.059998,10014.719727,1421.21,3473.9,8824.05957,1246.0
2010-09,reported,167529.1,83329.15,143887.71,80417.54,237.94,311000.0,7020.0,146.5,156.1,30.403,41.3481,48.1857,0.363825,3.903784,1141.199951,1440.3,1998.040039,676.140015,10788.049805,1507.66,3652.0,9369.349609,1307.0
2010-10,interpolated,168396.39,82264.08,144039.0,79692.85,235.99,306000.0,7116.67,147.233333,160.2,30.7821,42.7256,48.9774,0.381651,3.975695,1183.26001,1523.39,2124.449951,703.349976,11118.490234,1587.14,3870.31,9202.450195,1346.75
2010-11,interpolated,169263.69,81199.0,144190.3,78968.16,234.04,302000.0,7213.33,147.966667,163.7,31.3061,41.5682,48.8845,0.372914,4.116519,1180.550049,1565.52,2117.330078,727.01001,11006.019531,1597.35,3921.39,9937.040039,1383.5
2010-12,reported,170130.98,80133.93,144341.59,78243.47,232.09,305000.0,7310.0,148.7,163.0,30.4769,40.3331,47.2605,0.373789,3.88356,1257.640015,1687.99,2217.860107,783.650024,11577.509766,1770.28,4053.71,10228.919922,1405.5
2011-01,interpolated,167560.62,83375.09,138212.55,76734.82,229.643333,308000.0,7446.67,150.4,169.5,29.6684,40.6487,47.0778,0.358986,3.807413,1286.119995,1723.42,2281.909912,781.25,11891.929688,1870.31,4136.11,10237.919922,1327.0
2011-02,interpolated,164990.25,86616.25,132083.51,75226.17,227.196667,305000.0,7583.33,152.1,176.4,28.9405,40.0073,46.7215,0.35358,3.712251,1327.219971,1777.84,2350.98999,823.450012,12226.339844,1969.91,4249.07,10624.089844,1411.0
2011-03,reported,162419.89,89857.41,125954.47,73717.52,224.75,307000.0,7720.0,153.8,179.5,28.429,40.0223,45.603,0.342168,3.619995,1325.829956,1813.59,2338.98999,843.549988,12319.730469,2044.2,4114.03,9755.099609,1439.0
2011-04,interpolated,162755.54,89331.36,126148.21,75290.07,224.78,315000.0,7860.0,152.766667,183.3,27.5022,40.8078,45.8242,0.337181,3.535377,1363.609985,1741.84,2404.080078,865.289978,12810.540039,2026.94,4360.07,9849.740234,1535.5
2011-05,interpolated,163091.2,88805.31,126341.95,76862.61,224.81,305000.0,8000.0,151.733333,185.9,28.0685,40.0594,46.2344,0.347168,3.580696,1345.199951,1666.3,2372.540039,848.299988,12569.790039,1888.6,4138.33,9693.730469,1536.5
2011-06,reported,163426.85,88279.26,126535.69,78435.16,224.84,306000.0,8140.0,150.7,188.1,28.0758,40.387,44.9241,0.34638,3.590754,1320.640015,1666.59,2325.070068,827.429993,12414.339844,1906.71,4184.3,9816.089844,1505.5
2011-07,interpolated,163268.61,88461.54,127038.7,77785.76,226.58,317000.0,8216.67,153.333333,185.5,27.6796,39.5182,45.1648,0.356696,3.555905,1292.280029,1705.18,2362.810059,797.030029,12143.240234,1965.02,4061.01,9833.030273,1628.5
2011-08,interpolated,163110.37,88643.83,127541.72,77136.37,228.32,316000.0,8293.33,155.966667,184.5,28.8569,41.8396,47.2445,0.376378,3.715047,1218.890015,1546.05,2241.01001,726.809998,11613.530273,1702.28,3281.65,8955.200195,1813.5
2011-09,reported,162952.13,88826.11,128044.73,76486.97,230.06,316000.0,8370.0,158.6,185.6,31.8751,43.3979,49.8303,0.416477,4.124766,1131.420044,1366.54,2139.179932,644.159973,10913.379883,1341.09,3121.22,8700.290039,1620.0
2011-10,interpolated,163035.68,88345.24,128537.66,77274.96,226.51,313000.0,8363.33,159.533333,183.2,29.8977,42.383,48.0695,0.394195,3.897825,1253.300049,1498.6,2360.080078,741.059998,11955.009766,1563.28,3483.9,8988.389648,1722.0
2011-11,interpolated,163119.22,87864.37,129030.59,78062.96,222.96,312000.0,8356.67,160.466667,182.0,31.3216,41.8457,48.5955,0.401585,4.006827,1246.959961,1499.62,2295.199951,737.419983,12045.679688,1540.81,3454.12,8434.610352,1746.0
2011-12,reported,163202.77,87383.5,129523.52,78850.95,219.41,313000.0,8350.0,161.4,181.1,32.1961,41.6714,49.6335,0.414978,4.145995,1257.599976,1402.23,2277.830078,740.919983,12217.55957,1381.87,3346.06,8455.349609,1531.0
2012-01,interpolated,164361.81,84746.77,128797.26,79297.94,219.53,315000.0,8320.0,164.266667,179.8,30.3647,39.9691,47.6301,0.395967,3.9111,1312.410034,1514.03,2467.949951,792.820007,12632.910156,1577.29,3649.71,8802.509766,1744.0
2012-02,interpolated,165520.84,82110.05,128071.01,79744.92,219.65,313000.0,8290.0,167.133333,183.8,28.9503,38.9121,45.8804,0.359118,3.732504,1365.680054,1597.67,2623.100098,810.940002,12952.070312,1734.99,3874.59,9723.240234,1770.0
2012-03,reported,166679.88,79473.32,127344.75,80191.91,219.77,311000.0,8260.0,170.0,192.2,29.3282,39.1707,46.972,0.356986,3.777127,1408.469971,1517.34,2755.27002,830.299988,13212.040039,1637.73,3924.79,10083.55957,1662.5
2012-04,interpolated,167409.88,80002.5,128557.6,81824.67,219.156667,320000.0,8290.0,173.666667,198.5,29.3627,38.9203,47.7672,0.365799,3.79614,1397.910034,1473.5,2723.679932,816.880005,13213.629883,1593.97,3765.65,9520.889648,1651.25
2012-05,interpolated,168139.88,80531.69,129770.46,83457.43,218.543333,326000.0,8320.0,177.333333,203.2,32.4509,40.4598,50.578,0.408959,4.201128,1310.329956,1306.42,2524.870117,761.820007,12393.450195,1242.43,3429.12,8542.730469,1558.0
2012-06,reported,168869.88,81060.87,130983.31,85090.19,217.93,328000.0,8350.0,181.0,205.1,32.8169,41.323,51.3552,0.411652,4.231399,1362.160034,1387.52,2615.719971,798.48999,12880.089844,1350.51,3507.44,9006.780273,1598.5
2012-07,interpolated,169999.97,81357.06,130833.03,85927.49,220.646667,331000.0,8380.0,182.766667,206.1,32.1881,39.5527,50.5546,0.410746,4.152689,1379.319946,1407.02,2642.530029,786.940002,13008.679688,1377.35,3702.04,8695.05957,1622.0
2012-08,interpolated,171130.05,81653.24,130682.74,86764.78,223.363333,332000.0,8410.0,184.533333,210.8,32.2934,40.525,51.1334,0.41057,4.143406,1406.579956,1422.91,2772.23999,812.090027,13090.839844,1389.72,3810.56,8839.910156,1648.5
2012-09,reported,172260.14,81949.43,130532.46,87602.08,226.08,330000.0,8440.0,186.3,217.8,30.9169,39.9786,50.2245,0.398979,3.987572,1440.670044,1458.26,2799.189941,837.450012,13437.129883,1475.7,3944.69,8870.160156,1776.0
2012-10,interpolated,173613.26,82473.28,130343.51,87814.11,224.693333,332000.0,8380.0,186.0,223.7,31.5252,40.7148,50.6074,0.396568,4.043298,1412.160034,1425.7,2647.919922,818.72998,13096.459961,1433.96,3969.01,8928.290039,1719.0
2012-11,interpolated,174966.39,82997.13,130154.57,88026.13,223.306667,330000.0,8320.0,185.7,225.9,31.0565,40.2057,49.7246,0.378023,3.994883,1416.180054,1405.97,2677.879883,821.919983,13025.580078,1436.55,4048.2,9446.009766,1726.0
2012-12,reported,176319.51,83520.98,129965.62,88238.16,221.92,336000.0,8260.0,185.4,227.6,30.3727,40.2286,48.9638,0.351516,3.933953,1426.189941,1474.72,2660.929932,849.349976,13104.139648,1526.98,4161.3,10395.179688,1657.5
2013-01,interpolated,178214.7,84149.95,133540.11,90938.62,221.62,333000.0,8270.0,186.7,232.5,30.0277,40.5134,47.3267,0.330047,3.854528,1498.109985,1546.76,2731.530029,902.090027,13860.580078,1622.13,4235.76,11138.660156,1664.75
2013-02,interpolated,180109.9,84778.91,137114.59,93639.09,221.32,336000.0,8280.0,188.0,240.0,30.6202,40.042,46.2426,0.333535,3.93224,1514.680054,1486.04,2738.580078,911.109985,14054.490234,1534.41,4217.21,11559.360352,1588.5
2013-03,reported,182005.09,85407.88,140689.08,96339.55,221.02,334000.0,8290.0,189.3,239.9,31.0834,39.8023,47.2064,0.330428,4.00345,1569.189941,1438.57,2818.689941,951.539978,14578.540039,1460.04,4245.470215,12397.910156,1598.25
2013-04,interpolated,182416.75,85470.81,141622.81,96856.33,223.503333,344000.0,8266.67,191.533333,239.4,31.2559,40.8358,48.5592,0.319117,4.025135,1597.569946,1385.88,2887.439941,947.460022,14839.799805,1407.21,4251.859863,13860.860352,1469.0
2013-05,interpolated,182828.42,85533.74,142556.54,97373.12,225.986667,345000.0,8243.33,193.766667,240.8,31.5893,40.965,47.9083,0.313635,4.056704,1630.73999,1350.17,2981.76001,984.150024,15115.570312,1331.43,4419.52002,13774.540039,1394.5
2013-06,reported,183240.08,85596.67,143490.27,97889.9,228.47,347000.0,8220.0,196.0,243.3,32.709,42.718,49.9139,0.330711,4.209624,1606.280029,1330.46,2909.600098,977.47998,14909.599609,1275.44,4209.430176,13677.320312,1192.0
